phrase,sentiment
`` We 're delighted with the move '' says Morna Cowie ,positive
Tiimari ,positive
In the second quarter of 2010 ,positive
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs ,positive
Last week ,positive
The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,positive
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn ,positive
Satama 's net sales would be higher than the year before ,positive
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel ,positive
2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS ,positive
The Group also has a strong global position in other fishing categories ,positive
LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India ,positive
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier ,positive
The company is well positioned in Brazil and Uruguay ,positive
Cooper SH ,positive
Operating profit was EUR 139.7 mn ,positive
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components ,positive
Finnish construction group Lemmink+ï¿½inen has been awarded two road building contracts by the Lithuanian transport administration ,positive
Both operating profit and turnover for the nine-month period increased ,positive
This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka ,positive
In the first nine months of 2010 ,positive
Net interest income totaled EUR 15.9 mn ,positive
Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 ,positive
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier ,positive
comparable operating profit totaled EUR 854mn ,positive
Finnish-Swedish TietoEnator is expanding its business quickly in Russia ,positive
Finnish software developer Basware Oyj said on November 30 ,positive
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 ,positive
For the current year ,positive
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 ,positive
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+ï¿½rbindelsen bridge in Gothenburg in Sweden ,positive
Operating profit was EUR 11.4 mn ,positive
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 ,positive
Finnair PLC carried a record 8.8 million passengers in 2006 ,positive
The company said that paper demand increased in all of its main markets ,positive
Outotec said it won new orders worth 492.9 mln eur during the quarter ,positive
`` The number of collection errors fell considerably ,positive
Both operating profit and turnover for the six-month period increased ,positive
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 ,positive
